# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  1 07:37:32 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_massj,pl_msinij,st_mass
1481,Kepler-402,b,Transit,4,4.02875100,0.051000,,,
1482,Kepler-402,c,Transit,4,6.12482100,0.068000,,,
1483,Kepler-402,d,Transit,4,8.92109900,0.087000,,,
1484,Kepler-402,e,Transit,4,11.24286100,0.102000,,,
1485,Kepler-403,b,Transit,2,7.03146200,0.076000,,,
1486,Kepler-403,c,Transit,2,54.28074900,0.297000,,,
1487,Kepler-404,b,Transit,2,11.82985100,0.102000,,,
1488,Kepler-404,c,Transit,2,14.75116600,0.118000,,,
1489,Kepler-405,b,Transit,2,10.61383900,0.095000,,,
1490,Kepler-405,c,Transit,2,29.72668200,0.188000,,,
1491,Kepler-406,b,Transit,2,2.42629000,,0.02000,,1.07
1492,Kepler-406,c,Transit,2,4.62332000,,0.00900,,1.07
1493,Kepler-407,b,Transit,2,0.66931000,,0.00020,,1.00
1494,Kepler-407,c,Radial Velocity,2,3000.00000000,,12.60000,,1.00
1495,Kepler-408,b,Transit,1,2.46502000,,0.00200,,1.08
1496,Kepler-409,b,Transit,1,68.95840000,,0.00800,,0.92
1497,Kepler-41,b,Transit,1,1.85555820,0.031010,0.56000,,1.15
1498,Kepler-410 A,b,Transit,1,17.83364800,0.122600,,,1.21
1499,Kepler-411,b,Transit,1,3.00516000,0.038000,,,0.83
1500,Kepler-412,b,Transit,1,1.72086123,0.029590,0.93900,,1.17
1501,Kepler-413,b,Transit,1,66.26200000,0.355300,0.21100,,0.82
1502,Kepler-414,b,Transit Timing Variations,2,4.70000000,,0.01100,,0.89
1503,Kepler-414,c,Transit Timing Variations,2,7.17100000,,0.09400,,0.89
1504,Kepler-415,b,Transit Timing Variations,2,4.17600000,,0.37700,,0.67
1505,Kepler-415,c,Transit Timing Variations,2,8.70800000,,,,0.67
1506,Kepler-416,b,Transit Timing Variations,2,6.31900000,,0.18300,,1.00
1507,Kepler-416,c,Transit Timing Variations,2,12.20900000,,,,1.00
1508,Kepler-417,b,Transit Timing Variations,2,12.33100000,,0.03500,,0.90
1509,Kepler-417,c,Transit Timing Variations,2,15.94300000,,,,0.90
1510,Kepler-418,b,Transit,1,86.67856000,,1.10000,,0.98
1511,Kepler-419,b,Transit,2,69.75460000,0.370000,2.50000,,1.39
1512,Kepler-419,c,Transit Timing Variations,2,675.47000000,1.680000,7.30000,,1.39
1513,Kepler-42,b,Transit,3,1.21376720,0.011600,,,0.13
1514,Kepler-42,c,Transit,3,0.45328509,0.006000,,,0.13
1515,Kepler-42,d,Transit,3,1.86516900,0.015400,,,0.13
1516,Kepler-420,b,Transit,1,86.64766100,0.382000,1.45000,,0.99
1517,Kepler-421,b,Transit,1,704.19840000,1.219000,,,0.79
1518,Kepler-422,b,Transit,1,7.89144830,0.082000,0.43000,,1.15
1519,Kepler-423,b,Transit,1,2.68432850,0.035850,0.59500,,0.85
1520,Kepler-424,b,Transit,2,3.31186440,0.044000,1.03000,,1.01
1521,Kepler-424,c,Radial Velocity,2,223.30000000,0.730000,,6.97000,1.01
1522,Kepler-425,b,Transit,1,3.79701816,0.046400,0.25000,,0.93
1523,Kepler-426,b,Transit,1,3.21751883,0.041400,0.34000,,0.91
1524,Kepler-427,b,Transit,1,10.29099400,0.091000,0.29000,,0.96
1525,Kepler-428,b,Transit,1,3.52563254,0.043300,1.27000,,0.87
1526,Kepler-43,b,Transit,1,3.02409309,0.044400,3.13000,,1.27
1527,Kepler-430,b,Transit,2,35.96800000,0.224400,,,1.17
1528,Kepler-430,c,Transit,2,110.97900000,0.475700,,,1.17
1529,Kepler-431,b,Transit,3,6.80300000,0.071900,,,1.07
1530,Kepler-431,c,Transit,3,8.70300000,0.084700,,,1.07
1531,Kepler-431,d,Transit,3,11.92200000,0.104500,,,1.07
1532,Kepler-432,b,Transit,2,52.50112900,0.301000,5.41000,,1.32
1533,Kepler-432,c,Radial Velocity,2,406.20000000,,,2.43000,1.32
1534,Kepler-433,b,Transit,1,5.33408384,0.067900,2.82000,,1.46
1535,Kepler-434,b,Transit,1,12.87470990,0.114300,2.86000,,1.20
1536,Kepler-435,b,Transit,1,8.60015360,0.094800,0.84000,,1.54
1537,Kepler-436,b,Transit,1,64.00205000,0.339000,,,0.73
1538,Kepler-437,b,Transit,1,66.65062000,0.288000,,,0.71
1539,Kepler-438,b,Transit,1,35.23319000,0.166000,,,0.54
1540,Kepler-439,b,Transit,1,178.13960000,0.563000,,,0.88
1541,Kepler-44,b,Transit,1,3.24672930,0.044600,1.00000,,1.12
1542,Kepler-440,b,Transit,1,101.11141000,0.242000,,,0.57
1543,Kepler-441,b,Transit,1,207.24820000,0.640000,,,0.57
1544,Kepler-442,b,Transit,1,112.30530000,0.409000,,,0.61
1545,Kepler-443,b,Transit,1,177.66930000,0.495000,,,0.74
1546,Kepler-444,b,Transit,5,3.60010530,0.041780,,,0.76
1547,Kepler-444,c,Transit,5,4.54588410,0.048810,,,0.76
1548,Kepler-444,d,Transit,5,6.18939200,0.060000,,,0.76
1549,Kepler-444,e,Transit,5,7.74349300,0.069600,,,0.76
1550,Kepler-444,f,Transit,5,9.74048600,0.081100,,,0.76
1551,Kepler-445,b,Transit,3,2.98415100,,,,0.18
1552,Kepler-445,c,Transit,3,4.87122900,,,,0.18
1553,Kepler-445,d,Transit,3,8.15275000,,,,0.18
1554,Kepler-446,b,Transit,3,1.56540900,,,,0.22
1555,Kepler-446,c,Transit,3,3.03617900,,,,0.22
1556,Kepler-446,d,Transit,3,5.14892100,,,,0.22
1557,Kepler-447,b,Transit,1,7.79430132,0.076900,1.37000,,1.00
1558,Kepler-449,b,Transit,2,12.58242000,,,,0.97
1559,Kepler-449,c,Transit,2,33.67270000,,,,0.97
1560,Kepler-45,b,Transit,1,2.45523900,0.030000,0.50500,,0.59
1561,Kepler-450,b,Transit,3,28.45485100,,,,1.35
1562,Kepler-450,c,Transit,3,15.41313500,,,,1.35
1563,Kepler-450,d,Transit,3,7.51464000,,,,1.35
1564,Kepler-452,b,Transit,1,384.84300000,1.046000,,,1.04
1565,Kepler-453,b,Transit,1,240.50300000,0.790300,0.00063,,0.94
1566,Kepler-46,b,Transit,3,33.60134000,0.196800,6.00000,,0.90
1567,Kepler-46,c,Transit Timing Variations,3,57.01100000,0.279900,0.37600,,0.90
1568,Kepler-46,d,Transit,3,6.76658900,0.067000,,,0.90
1569,Kepler-47,b,Transit,2,49.53200000,0.296200,2.00000,,1.05
1570,Kepler-47,c,Transit,2,303.13700000,0.991000,28.00000,,1.05
1571,Kepler-48,b,Transit,4,4.77798030,,5.94000,,0.88
1572,Kepler-48,c,Transit,4,9.67392830,,11.61000,,0.88
1573,Kepler-48,d,Transit,4,42.89610000,,0.02500,,0.88
1574,Kepler-48,e,Radial Velocity,4,982.00000000,,2.06700,,0.88
1575,Kepler-49,b,Transit,4,7.20379450,,0.98000,,0.55
1576,Kepler-49,c,Transit,4,10.91293430,,0.72000,,0.55
1577,Kepler-49,d,Transit,4,2.57654900,0.031000,,,0.55
1578,Kepler-49,e,Transit,4,18.59610800,0.116000,,,0.55
1579,Kepler-5,b,Transit,1,3.54846000,0.050640,2.11400,,1.37
1580,Kepler-50,b,Transit,2,7.81254000,0.077000,,,1.23
1581,Kepler-50,c,Transit,2,9.37647000,0.087000,,,1.23
1582,Kepler-51,b,Transit,3,45.15400000,0.251400,0.00700,,1.04
1583,Kepler-51,c,Transit,3,85.31200000,0.384000,0.01300,,1.04
1584,Kepler-51,d,Transit,3,130.19400000,0.509000,0.02400,,1.04
1585,Kepler-52,b,Transit,3,7.87735650,,8.70000,,0.54
1586,Kepler-52,c,Transit,3,16.38500210,,10.41000,,0.54
1587,Kepler-52,d,Transit,3,36.44517100,0.182000,,,0.54
1588,Kepler-53,b,Transit,3,18.64895250,,18.41000,,0.98
1589,Kepler-53,c,Transit,3,38.55830380,,,,0.98
1590,Kepler-53,d,Transit,3,9.75196200,0.091000,,,0.98
1591,Kepler-54,b,Transit,3,8.01094340,,0.92000,,0.51
1592,Kepler-54,c,Transit,3,12.07172490,,0.37000,,0.51
1593,Kepler-54,d,Transit,3,20.99569400,0.126000,,,0.51
1594,Kepler-55,b,Transit,5,27.94814490,,1.49000,,0.62
1595,Kepler-55,c,Transit,5,42.15164180,,1.11000,,0.62
1596,Kepler-55,d,Transit,5,2.21109900,0.029000,,,0.62
1597,Kepler-55,e,Transit,5,4.61753400,0.048000,,,0.62
1598,Kepler-55,f,Transit,5,10.19854500,0.081000,,,0.62
1599,Kepler-56,b,Transit,2,10.50160000,0.102800,0.07000,,1.32
1600,Kepler-56,c,Transit,2,21.40239000,0.165200,0.57000,,1.32
1601,Kepler-57,b,Transit,2,5.72931960,,18.86000,,0.83
1602,Kepler-57,c,Transit,2,11.60925670,,6.95000,,0.83
1603,Kepler-58,b,Transit,3,10.21849540,,1.39000,,0.95
1604,Kepler-58,c,Transit,3,15.57415680,,2.19000,,0.95
1605,Kepler-58,d,Transit,3,40.10137100,0.236000,,,0.95
1606,Kepler-59,b,Transit,2,11.86817070,,2.05000,,1.04
1607,Kepler-59,c,Transit,2,17.98012350,,1.37000,,1.04
1608,Kepler-6,b,Transit,1,3.23472300,0.045670,0.66900,,1.21
1609,Kepler-60,b,Transit,3,7.13161850,,0.25000,,1.11
1610,Kepler-60,c,Transit,3,8.91934590,,0.56000,,1.11
1611,Kepler-60,d,Transit,3,11.90161710,,0.68000,,1.11
1612,Kepler-61,b,Transit,1,59.87756000,,,,0.64
1613,Kepler-62,b,Transit,5,5.71493200,0.055300,0.03000,,0.69
1614,Kepler-62,c,Transit,5,12.44170000,0.092900,0.01300,,0.69
1615,Kepler-62,d,Transit,5,18.16406000,0.120000,0.04400,,0.69
1616,Kepler-62,e,Transit,5,122.38740000,0.427000,0.11300,,0.69
1617,Kepler-62,f,Transit,5,267.29100000,0.718000,0.11000,,0.69
1618,Kepler-63,b,Transit,1,9.43415050,0.080000,0.37800,,0.98
1619,Kepler-65,b,Transit,3,2.15491000,0.035000,,,1.25
1620,Kepler-65,c,Transit,3,5.85994400,0.068000,,,1.25
1621,Kepler-65,d,Transit,3,8.13123000,0.084000,,,1.25
1622,Kepler-66,b,Transit,1,17.81581500,0.135200,,,1.04
1623,Kepler-67,b,Transit,1,15.72590000,0.117100,,,0.86
1624,Kepler-68,b,Transit,3,5.39876300,0.061700,0.02600,,1.08
1625,Kepler-68,c,Transit,3,9.60508500,0.090590,0.01500,,1.08
1626,Kepler-68,d,Radial Velocity,3,580.00000000,1.400000,,0.94700,1.08
1627,Kepler-69,b,Transit,2,13.72234100,0.094000,,,0.81
1628,Kepler-69,c,Transit,2,242.46130000,0.640000,,,0.81
1629,Kepler-7,b,Transit,1,4.88552500,0.062240,0.43300,,1.35
1630,Kepler-74,b,Transit,1,7.34071100,0.078100,0.63000,,1.18
1631,Kepler-75,b,Transit,1,8.88491160,0.081800,10.10000,,0.91
1632,Kepler-76,b,Orbital Brightness Modulation,1,1.54492875,,2.00000,,1.20
1633,Kepler-77,b,Transit,1,3.57878087,0.045010,0.43000,,0.95
1634,Kepler-78,b,Transit,1,0.35500000,,0.00600,,0.76
1635,Kepler-79,b,Transit,4,13.48450000,0.117000,0.03430,,1.17
1636,Kepler-79,c,Transit,4,27.40290000,0.187000,0.01900,,1.17
1637,Kepler-79,d,Transit,4,52.09020000,0.287000,0.01900,,1.17
1638,Kepler-79,e,Transit,4,81.06590000,0.386000,0.01300,,1.17
1639,Kepler-8,b,Transit,1,3.52254000,0.048300,0.60300,,1.21
1640,Kepler-80,b,Transit,4,7.05300000,,,,0.72
1641,Kepler-80,c,Transit,4,9.52200000,,,,0.72
1642,Kepler-80,d,Transit,4,3.07218600,0.037000,,,0.72
1643,Kepler-80,e,Transit,4,4.64538700,0.049000,,,0.72
1644,Kepler-81,b,Transit,3,5.95500000,,,,0.64
1645,Kepler-81,c,Transit,3,12.04000000,,,,0.64
1646,Kepler-81,d,Transit,3,20.83784600,0.128000,,,0.64
1647,Kepler-82,b,Transit,4,26.44400000,,,,0.85
1648,Kepler-82,c,Transit,4,51.53800000,,,,0.85
1649,Kepler-82,d,Transit,4,2.38296100,0.034000,,,0.85
1650,Kepler-82,e,Transit,4,5.90220600,0.063000,,,0.85
1651,Kepler-83,b,Transit,3,9.77000000,,,,0.66
1652,Kepler-83,c,Transit,3,20.09000000,,,,0.66
1653,Kepler-83,d,Transit,3,5.16979600,0.051000,,,0.66
1654,Kepler-84,b,Transit,5,8.72600000,,,,1.00
1655,Kepler-84,c,Transit,5,12.88300000,,,,1.00
1656,Kepler-84,d,Transit,5,4.22453700,0.052000,,,1.00
1657,Kepler-84,e,Transit,5,27.43438900,0.181000,,,1.00
1658,Kepler-84,f,Transit,5,44.55216900,0.250000,,,1.00
1659,Kepler-85,b,Transit,4,8.30600000,,,,0.92
1660,Kepler-85,c,Transit,4,12.51300000,,,,0.92
1661,Kepler-85,d,Transit,4,17.91323000,0.130000,,,0.92
1662,Kepler-85,e,Transit,4,25.21675100,0.163000,,,0.92
1663,Kepler-87,b,Transit,2,114.73635000,0.481000,1.02000,,1.10
1664,Kepler-87,c,Transit,2,191.23180000,0.676000,0.02000,,1.10
1665,Kepler-9,b,Transit,3,19.24000000,0.140000,0.25200,,1.07
1666,Kepler-9,c,Transit,3,38.91000000,0.225000,0.17100,,1.07
1667,Kepler-9,d,Transit,3,1.59285100,0.027300,,,1.07
1668,Kepler-91,b,Transit,1,6.24668005,,0.66000,,1.31
1669,Kepler-92,b,Transit,3,13.74900000,,0.20200,,1.21
1670,Kepler-92,c,Transit,3,26.72300000,,0.01900,,1.21
1671,Kepler-92,d,Transit,3,49.35680000,,,,1.21
1672,Kepler-93,b,Transit,2,4.72673978,0.053000,0.01265,,0.91
1673,Kepler-93,c,Radial Velocity,2,1460.00000000,,3.00000,,0.91
1674,Kepler-94,b,Transit,2,2.50806000,,0.03400,,0.81
1675,Kepler-94,c,Radial Velocity,2,820.30000000,,9.83600,,0.81
1676,Kepler-95,b,Transit,1,11.52310000,,0.04100,,1.08
1677,Kepler-96,b,Transit,1,16.23850000,,0.02700,,1.00
1678,Kepler-97,b,Transit,2,2.58664000,,0.01100,,0.94
1679,Kepler-97,c,Radial Velocity,2,789.00000000,,1.08000,,0.94
1680,Kepler-98,b,Transit,1,1.54168000,,0.01100,,0.99
1681,Kepler-99,b,Transit,1,4.60358000,,0.01900,,0.79
1682,Lupus-TR-3,b,Transit,1,3.91405000,0.046400,0.81000,,0.87
1683,MOA 2007-BLG-192L,b,Microlensing,1,,0.620000,0.01000,,0.06
1684,MOA 2007-BLG-400L,b,Microlensing,1,,0.720000,0.83000,,0.30
1685,MOA 2008-BLG-310L,b,Microlensing,1,,1.250000,0.23000,,0.67
1686,MOA 2008-BLG-379L,b,Microlensing,1,,3.300000,4.10000,,0.56
1687,MOA 2009-BLG-266L,b,Microlensing,1,2774.00000000,3.200000,0.03300,,0.56
1688,MOA 2009-BLG-319L,b,Microlensing,1,,2.400000,0.16000,,0.38
1689,MOA 2009-BLG-387L,b,Microlensing,1,1982.00000000,1.820000,2.56000,,0.19
1690,MOA 2010-BLG-073L,b,Microlensing,1,,1.210000,11.00000,,0.16
1691,MOA 2010-BLG-328L,b,Microlensing,1,,0.920000,0.02895,,0.11
1692,MOA 2010-BLG-477L,b,Microlensing,1,,2.000000,1.50000,,0.67
1693,MOA 2011-BLG-262L,b,Microlensing,1,,0.840000,0.05663,,0.12
1694,MOA 2011-BLG-293L,b,Microlensing,1,,1.100000,4.80000,,0.86
1695,MOA 2011-BLG-322L,b,Microlensing,1,,4.300000,11.60000,,0.39
1696,MOA-bin-1L,b,Microlensing,1,,8.300000,3.70000,,0.75
1697,NGC 2682 Sand 364,b,Radial Velocity,1,121.71000000,,,1.54000,1.35
1698,NGC 2682 YBP 1194,b,Radial Velocity,1,6.95800000,,,0.34000,1.01
1699,NGC 2682 YBP 1514,b,Radial Velocity,1,5.11800000,,,0.40000,0.96
1700,NGC 4349 127,b,Radial Velocity,1,677.80000000,2.380000,,19.80000,3.90
1701,NN Ser,c,Eclipse Timing Variations,2,5573.55000000,5.350000,7.33000,,0.54
1702,NN Ser,d,Eclipse Timing Variations,2,2883.50000000,3.430000,2.30000,,0.54
1703,NY Vir,b,Eclipse Timing Variations,1,2985.70000000,,,2.78000,
1704,OGLE 2003-BLG-235L,b,Microlensing,1,,3.000000,1.50000,,0.36
1705,OGLE 2005-BLG-169L,b,Microlensing,1,,2.700000,0.04000,,0.49
1706,OGLE 2005-BLG-390L,b,Microlensing,1,3285.00000000,2.600000,0.01700,,0.22
1707,OGLE 2005-BLG-71L,b,Microlensing,1,,3.600000,3.80000,,0.46
1708,OGLE 2006-BLG-109L,b,Microlensing,2,1788.50000000,2.300000,0.73000,,0.51
1709,OGLE 2006-BLG-109L,c,Microlensing,2,4927.50000000,4.500000,0.27000,,0.51
1710,OGLE 2007-BLG-368L,b,Microlensing,1,,3.300000,0.06000,,0.64
1711,OGLE 2008-BLG-355L,b,Microlensing,1,,1.700000,4.60000,,0.37
1712,OGLE 2008-BLG-92L,b,Microlensing,1,,18.000000,0.18000,,0.71
1713,OGLE 2011-BLG-251L,b,Microlensing,1,,2.720000,0.53000,,0.26
1714,OGLE 2011-BLG-265L,b,Microlensing,1,,1.890000,0.88000,,0.21
1715,OGLE 2012-BLG-0563L,b,Microlensing,1,,0.900000,0.39000,,0.34
1716,OGLE 2012-BLG-26L,b,Microlensing,2,,3.820000,0.11000,,0.82
1717,OGLE 2012-BLG-26L,c,Microlensing,2,,4.630000,0.68000,,0.82
1718,OGLE 2012-BLG-358L,b,Microlensing,1,,0.870000,1.85000,,0.02
1719,OGLE 2012-BLG-406L,b,Microlensing,1,,3.450000,2.73000,,0.44
1720,OGLE 2013-BLG-102L,b,Microlensing,1,,0.800000,12.56900,,0.10
1721,OGLE 2013-BLG-341L B,b,Microlensing,1,,0.883000,0.00730,,0.15
1722,OGLE 2014-BLG-124L,b,Microlensing,1,,3.110000,0.51000,,0.71
1723,OGLE-TR-056,b,Transit,1,1.21191890,0.023830,1.39000,,1.23
1724,OGLE-TR-10,b,Transit,1,3.10127800,0.043400,0.62000,,1.14
1725,OGLE-TR-111,b,Transit,1,4.01610000,0.046890,0.55000,,0.85
1726,OGLE-TR-113,b,Transit,1,1.43247520,0.022890,1.26000,,0.78
1727,OGLE-TR-132,b,Transit,1,1.68986800,0.030350,1.18000,,1.30
1728,OGLE-TR-182,b,Transit,1,3.97910000,0.051000,1.01000,,1.14
1729,OGLE-TR-211,b,Transit,1,3.67724000,0.051000,1.03000,,1.33
1730,OGLE2-TR-L9,b,Transit,1,2.48553350,0.030800,4.50000,,1.52
1731,Oph 11,b,Imaging,1,730000.00000000,,21.00000,,
1732,PH1,b,Transit,1,138.31700000,0.652000,0.53100,,1.53
1733,PH2,b,Transit,1,282.52550000,0.828000,,,0.94
1734,POTS-1,b,Transit,1,3.16062960,0.037340,2.31000,,0.69
1735,PSR B1257+12,b,Pulsar Timing,3,25.26200000,0.190000,0.00006,,
1736,PSR B1257+12,c,Pulsar Timing,3,66.54190000,0.360000,0.01353,,
1737,PSR B1257+12,d,Pulsar Timing,3,98.21140000,0.460000,0.01227,,
1738,PSR B1620-26,b,Pulsar Timing,1,,23.000000,2.50000,,
1739,PSR J1719-1438,b,Pulsar Timing,1,0.09070629,0.004400,1.20000,,1.40
1740,Pr0201,b,Radial Velocity,1,4.42640000,,,0.54000,1.23
1741,Pr0211,b,Radial Velocity,1,2.14510000,,,1.84400,0.95
1742,Qatar-1,b,Transit,1,1.42002406,0.022980,1.27500,,0.80
1743,Qatar-2,b,Transit,1,1.33711647,0.021530,2.49400,,0.74
1744,ROXs 12,b,Imaging,1,,210.000000,16.00000,,0.87
1745,ROXs 42 B,b,Imaging,1,,157.000000,9.00000,,1.00
1746,RR Cae,b,Eclipse Timing Variations,1,4343.50000000,5.300000,,4.20000,0.44
1747,Ross 458,c,Imaging,1,,1168.000000,6.28536,,
1748,SR 12 AB,c,Imaging,1,,,13.00000,,
1749,SWEEPS-11,b,Transit,1,1.79600000,0.030000,9.70000,,1.10
1750,SWEEPS-4,b,Transit,1,4.20000000,0.055000,3.80000,,1.24
1751,TYC 1422-614-1,b,Radial Velocity,2,198.40000000,0.690000,,2.50000,1.15
1752,TYC 1422-614-1,c,Radial Velocity,2,559.30000000,1.370000,,10.00000,1.15
1753,TrES-1,b,Transit,1,3.03006500,0.039250,0.75200,,0.88
1754,TrES-2,b,Transit,1,2.47063000,0.035560,1.19900,,0.98
1755,TrES-3,b,Transit,1,1.30618581,0.022820,1.91000,,0.93
1756,TrES-4,b,Transit,1,3.55394500,0.050910,0.91900,,1.40
1757,TrES-5,b,Transit,1,1.48224686,0.024590,1.79000,,0.90
1758,USco CTIO 108,b,Imaging,1,,670.000000,14.00000,,0.06
1759,UZ For,b,Eclipse Timing Variations,2,5840.00000000,5.900000,6.30000,,0.70
1760,UZ For,c,Eclipse Timing Variations,2,1916.25000000,2.800000,7.70000,,0.70
1761,V0391 Peg,b,Pulsation Timing Variations,1,1170.00000000,1.700000,,3.20000,0.50
1762,VHS J125601.92-125723.9,b,Imaging,1,,102.000000,11.20000,,0.07
1763,WASP-1,b,Transit,1,2.51994540,0.038890,0.85400,,1.30
1764,WASP-10,b,Transit,1,3.09276160,0.037810,3.15000,,0.75
1765,WASP-100,b,Transit,1,2.84937500,0.045700,2.03000,,1.57
1766,WASP-101,b,Transit,1,3.58572200,0.050600,0.50000,,1.34
1767,WASP-103,b,Transit,1,0.92554200,0.019850,1.49000,,1.22
1768,WASP-104,b,Transit,1,1.75541370,0.029180,1.27200,,1.08
1769,WASP-106,b,Transit,1,9.28971500,0.091700,1.92500,,1.19
1770,WASP-11,b,Transit,1,3.72247470,0.043500,0.48700,,0.83
1771,WASP-117,b,Transit,1,10.02165000,0.094590,0.27550,,1.13
1772,WASP-12,b,Transit,1,1.09142300,0.022900,1.41000,,1.35
1773,WASP-13,b,Transit,1,4.35301100,0.053620,0.47700,,1.09
1774,WASP-14,b,Transit,1,2.24375200,0.036000,7.34100,,1.21
1775,WASP-15,b,Transit,1,3.75206560,0.049900,0.54200,,1.18
1776,WASP-16,b,Transit,1,3.11860090,0.042100,0.85500,,1.02
1777,WASP-17,b,Transit,1,3.73544170,0.051000,0.49000,,1.20
1778,WASP-18,b,Transit,1,0.94145299,0.020260,10.43000,,1.28
1779,WASP-19,b,Transit,1,0.78884000,0.016550,1.16800,,0.94
1780,WASP-2,b,Transit,1,2.15222600,0.031380,0.91500,,0.89
1781,WASP-20,b,Transit,1,4.89962840,0.060000,0.31100,,1.20
1782,WASP-21,b,Transit,1,4.32248200,0.052000,0.30000,,0.89
1783,WASP-22,b,Transit,1,3.53273130,0.046980,0.58800,,1.11
1784,WASP-23,b,Transit,1,2.94442560,0.037600,0.88400,,0.78
1785,WASP-24,b,Transit,1,2.34121242,0.036510,1.07100,,1.18
1786,WASP-25,b,Transit,1,3.76482500,0.047300,0.58000,,1.00
1787,WASP-26,b,Transit,1,2.75660040,0.039850,1.02800,,1.11
1788,WASP-28,b,Transit,1,3.40883000,0.044690,0.90700,,1.02
1789,WASP-29,b,Transit,1,3.92272700,0.045700,0.24400,,0.82
1790,WASP-3,b,Transit,1,1.84683500,0.031510,1.76000,,1.24
1791,WASP-31,b,Transit,1,3.40590960,0.046590,0.47800,,1.16
1792,WASP-32,b,Transit,1,2.71865900,0.039400,3.60000,,1.10
1793,WASP-33,b,Transit,1,1.21986690,0.025550,4.10000,,1.50
1794,WASP-34,b,Transit,1,4.31767820,0.052400,0.59000,,1.01
1795,WASP-35,b,Transit,1,3.16157500,0.043170,0.72000,,1.07
1796,WASP-36,b,Transit,1,1.53736530,0.026430,2.30300,,1.04
1797,WASP-37,b,Transit,1,3.57746900,0.044600,1.80000,,0.93
1798,WASP-38,b,Transit,1,6.87181500,0.075220,2.69100,,1.20
1799,WASP-39,b,Transit,1,4.05525900,0.048600,0.28000,,0.93
1800,WASP-4,b,Transit,1,1.33823251,,1.21600,,0.89
1801,WASP-41,b,Transit,1,3.05240100,0.040200,0.92000,,0.93
1802,WASP-42,b,Transit,1,4.98168720,0.054800,0.50000,,0.88
1803,WASP-43,b,Transit,1,0.81347500,0.014200,1.78000,,0.58
1804,WASP-44,b,Transit,1,2.42380390,0.034730,0.88900,,0.95
1805,WASP-45,b,Transit,1,3.12608760,0.040540,1.00700,,0.91
1806,WASP-46,b,Transit,1,1.43037000,0.024480,2.10100,,0.96
1807,WASP-47,b,Transit,1,4.15913990,0.052000,1.14000,,1.08
1808,WASP-48,b,Transit,1,2.14363544,0.033200,0.90700,,1.06
1809,WASP-49,b,Transit,1,2.78173870,0.037900,0.37800,,0.94
1810,WASP-5,b,Transit,1,1.62842790,0.026700,1.58000,,0.96
1811,WASP-50,b,Transit,1,1.95509590,0.029450,1.46800,,0.89
1812,WASP-52,b,Transit,1,1.74977980,0.027200,0.46000,,0.87
1813,WASP-54,b,Transit,1,3.69364110,0.049870,0.63600,,1.21
1814,WASP-55,b,Transit,1,4.46563300,0.053300,0.57000,,1.01
1815,WASP-56,b,Transit,1,4.61710100,0.054580,0.57100,,1.02
1816,WASP-57,b,Transit,1,2.83897100,0.038600,0.67200,,0.95
1817,WASP-58,b,Transit,1,5.01718000,0.056100,0.89000,,0.94
1818,WASP-59,b,Transit,1,7.91958500,0.069700,0.86300,,0.72
1819,WASP-6,b,Transit,1,3.36100208,0.041400,0.48500,,0.84
1820,WASP-60,b,Transit,1,4.30500110,0.053100,0.51400,,1.08
1821,WASP-61,b,Transit,1,3.85590000,0.051400,2.06000,,1.22
1822,WASP-62,b,Transit,1,4.41195300,0.056700,0.57000,,1.25
1823,WASP-63,b,Transit,1,4.37809000,0.057400,0.38000,,1.32
1824,WASP-64,b,Transit,1,1.57329180,0.026480,1.27100,,1.00
1825,WASP-65,b,Transit,1,2.31142430,0.033400,1.55000,,0.93
1826,WASP-66,b,Transit,1,4.08605200,0.054600,2.32000,,1.30
1827,WASP-67,b,Transit,1,4.61442000,0.051700,0.42000,,0.87
1828,WASP-68,b,Transit,1,5.08429800,0.062060,0.95000,,1.24
1829,WASP-69,b,Transit,1,3.86813820,0.045250,0.26000,,0.83
1830,WASP-7,b,Transit,1,4.95465800,0.061800,0.96000,,1.28
1831,WASP-70 A,b,Transit,1,3.71302030,0.048530,0.59000,,1.11
1832,WASP-71,b,Transit,1,2.90367470,0.046190,2.24200,,1.56
1833,WASP-72,b,Transit,1,2.21674210,0.037080,1.54610,,1.39
1834,WASP-73,b,Transit,1,4.08722000,0.055120,1.88000,,1.34
1835,WASP-74,b,Transit,1,2.13775000,0.037000,0.95000,,1.48
1836,WASP-75,b,Transit,1,2.48419300,0.037500,1.07000,,1.14
1837,WASP-77 A,b,Transit,1,1.36003090,0.024000,1.76000,,1.00
1838,WASP-78,b,Transit,1,2.17517632,0.036200,0.89000,,1.17
1839,WASP-79,b,Transit,1,3.66238660,0.053500,0.90000,,1.38
1840,WASP-8,b,Transit,2,8.15871500,0.080100,2.24400,,1.03
